"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\dashboard_view.dart", "Dart", 37, 0, 2, 39
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\dashboard_with_trailing.dart", "Dart", 34, 0, 3, 37
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\dashboard_item.dart", "Dart", 41, 0, 3, 44
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\dashboard_section_calender.dart", "Dart", 29, 0, 3, 32
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\dashboard_section_details.dart", "Dart", 29, 0, 3, 32
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\fl_char.dart", "Dart", 209, 0, 19, 228
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\header_flchar.dart", "Dart", 38, 0, 3, 41
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\item_inside_header_flchar.dart", "Dart", 52, 0, 3, 55
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\row_days.dart", "Dart", 27, 0, 3, 30
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\row_unpaid_student.dart", "Dart", 129, 0, 4, 133
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\table_calander.dart", "Dart", 54, 0, 3, 57
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\title_with_month.dart", "Dart", 68, 0, 3, 71
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\dashboard\widgets\unpaid_student.dart", "Dart", 45, 0, 2, 47
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\desktop.dart", "Dart", 22, 0, 3, 25
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\drawer\drawer_view.dart", "Dart", 36, 0, 4, 40
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\drawer\widgets\drawer_header.dart", "Dart", 49, 5, 4, 58
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\drawer\widgets\drawer_item.dart", "Dart", 50, 0, 4, 54
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\drawer\widgets\drawer_list_item.dart", "Dart", 32, 0, 3, 35
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_student\add_new_student.dart", "Dart", 30, 0, 4, 34
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_student\widgets\add_details_student.dart", "Dart", 71, 0, 6, 77
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_student\widgets\parent_datails.dart", "Dart", 106, 0, 6, 112
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_student\widgets\radio_item.dart", "Dart", 27, 0, 2, 29
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_teatcher\add_new_teacher.dart", "Dart", 30, 0, 4, 34
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_teatcher\widgets\add_details_teacher.dart", "Dart", 82, 0, 5, 87
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_teatcher\widgets\education_datails.dart", "Dart", 63, 0, 6, 69
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\new_teatcher\widgets\image_with_title_inside_details_student.dart", "Dart", 53, 0, 2, 55
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\sama.dart", "Dart", 19, 0, 4, 23
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\student_details\student_with_triling.dart", "Dart", 32, 0, 2, 34
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\student_details\students_view.dart", "Dart", 27, 0, 2, 29
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\student_details\widgets\item_row_payments_student.dart", "Dart", 64, 0, 5, 69
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\student_details\widgets\student_payments.dart", "Dart", 42, 0, 3, 45
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\teacher_details\teacher_view.dart", "Dart", 43, 41, 12, 96
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\teacher_details\teacher_with_trailing.dart", "Dart", 34, 0, 3, 37
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\teacher_details\widgets\education_item.dart", "Dart", 41, 0, 2, 43
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\teacher_details\widgets\teachers_info.dart", "Dart", 84, 0, 3, 87
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_classes\trailing_classes.dart", "Dart", 27, 0, 2, 29
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_classes\widgets\details_sections.dart", "Dart", 90, 0, 3, 93
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_dashboard\trailing_dashboard_view.dart", "Dart", 25, 0, 4, 29
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_dashboard\widgets\item_recent_students.dart", "Dart", 58, 0, 4, 62
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_dashboard\widgets\trailing_dashboard_header.dart", "Dart", 78, 7, 3, 88
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_dashboard\widgets\trailing_dashboard_section_student.dart", "Dart", 56, 0, 3, 59
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_dashboard\widgets\trailing_dashboard_students.dart", "Dart", 17, 0, 4, 21
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_teacher\trailing_teacher.dart", "Dart", 19, 0, 3, 22
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_teacher\widgets\header_trailing_teacher.dart", "Dart", 48, 0, 3, 51
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_teacher\widgets\icon_with_text_inside_item_schedule_details.dart", "Dart", 38, 0, 2, 40
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_teacher\widgets\item_schedule_details.dart", "Dart", 67, 0, 3, 70
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\trailing_teacher\widgets\list_item_schedule_details.dart", "Dart", 24, 0, 3, 27
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\users_view.dart", "Dart", 29, 0, 3, 32
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\users_with_trailing.dart", "Dart", 24, 0, 3, 27
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\avatar_with_background.dart", "Dart", 29, 0, 2, 31
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\list_user_pagination.dart", "Dart", 38, 0, 3, 41
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\permissions.dart", "Dart", 37, 2, 5, 44
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\permissions_item.dart", "Dart", 42, 3, 4, 49
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\row_active_not_active.dart", "Dart", 47, 0, 3, 50
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\user_card_info.dart", "Dart", 35, 0, 3, 38
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\user_header.dart", "Dart", 27, 0, 3, 30
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\user_info.dart", "Dart", 60, 0, 2, 62
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\user_item_card.dart", "Dart", 46, 0, 3, 49
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\user_stack_widget.dart", "Dart", 46, 0, 3, 49
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\users_details\widgets\users_and_premissions.dart", "Dart", 17, 0, 3, 20
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_student\view_all_student.dart", "Dart", 24, 0, 2, 26
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_student\widgets\header_table_students.dart", "Dart", 44, 0, 3, 47
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_student\widgets\image_with_name_student.dart", "Dart", 41, 0, 3, 44
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_student\widgets\item_table_students.dart", "Dart", 105, 0, 4, 109
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_student\widgets\list_view_students.dart", "Dart", 35, 0, 2, 37
"c:\Users\Ayman_Alkhatib\Desktop\Flutter\sama\lib\view\view_all_teacher\view_all_teacher.dart", "Dart", 89, 0, 4, 93
"Total", "-", 4874, 216, 493, 5583
